time,open,high,low,close,volume,trade_decision
2024-11-15 00:00:00,2566.968,2567.761,2565.922,2566.959,4297,No Trade
2024-11-15 01:00:00,2566.957,2571.757,2563.107,2565.16,8735,Sell
2024-11-15 02:00:00,2565.092,2571.146,2564.923,2570.207,7196,No Trade
2024-11-15 03:00:00,2570.176,2571.237,2567.688,2567.836,5167,Sell
2024-11-15 04:00:00,2567.799,2569.618,2567.078,2567.131,3512,Sell
2024-11-15 05:00:00,2567.155,2567.308,2559.776,2560.069,6295,No Trade
2024-11-15 06:00:00,2560.033,2563.638,2554.486,2561.558,9265,Buy
2024-11-15 07:00:00,2561.514,2564.994,2559.363,2563.785,7125,No Trade
2024-11-15 08:00:00,2563.772,2569.087,2560.926,2566.863,9073,No Trade
2024-11-15 09:00:00,2566.808,2569.06,2564.006,2564.076,7660,Sell
2024-11-15 10:00:00,2564.045,2570.488,2563.037,2567.932,8750,No Trade
2024-11-15 11:00:00,2567.908,2573.473,2566.662,2570.861,7971,No Trade
2024-11-15 12:00:00,2570.88,2571.162,2565.515,2569.166,7982,No Trade
2024-11-15 13:00:00,2569.21,2575.825,2561.277,2565.406,23918,Sell
2024-11-15 14:00:00,2565.364,2575.714,2564.267,2572.876,22562,No Trade
2024-11-15 15:00:00,2572.908,2576.14,2565.086,2570.813,18024,No Trade
2024-11-15 16:00:00,2570.822,2573.371,2562.074,2562.257,12551,Sell
2024-11-15 17:00:00,2562.24,2564.837,2560.181,2563.021,9480,No Trade
2024-11-15 18:00:00,2563.075,2567.868,2559.501,2567.582,7791,Buy
2024-11-15 19:00:00,2567.533,2568.13,2562.777,2563.929,5626,Sell
2024-11-15 20:00:00,2563.929,2563.942,2559.838,2562.362,6542,No Trade
2024-11-15 21:00:00,2562.322,2563.782,2561.19,2563.049,3287,No Trade
2024-11-17 23:00:00,2568.107,2575.603,2568.107,2571.521,5698,Sell
2024-11-18 00:00:00,2571.483,2577.264,2569.946,2576.653,5846,No Trade
2024-11-18 01:00:00,2576.568,2597.494,2576.568,2587.059,19621,Sell
2024-11-18 02:00:00,2587.053,2595.215,2586.9,2591.189,10130,No Trade
2024-11-18 03:00:00,2591.106,2592.61,2587.808,2589.979,6152,Sell
2024-11-18 04:00:00,2589.983,2593.277,2589.336,2592.265,4386,No Trade
2024-11-18 05:00:00,2592.336,2592.463,2585.158,2585.674,6832,Sell
2024-11-18 06:00:00,2585.691,2587.758,2580.5,2586.062,9737,Buy
2024-11-18 07:00:00,2586.11,2587.182,2581.72,2582.918,7088,Sell
2024-11-18 08:00:00,2582.876,2590.125,2582.087,2585.741,9185,Sell
2024-11-18 09:00:00,2585.7,2597.376,2583.848,2595.731,9650,No Trade
2024-11-18 10:00:00,2595.728,2596.786,2589.566,2594.047,8418,No Trade
2024-11-18 11:00:00,2594.086,2595.485,2590.508,2594.493,7333,Buy
2024-11-18 12:00:00,2594.402,2597.255,2590.438,2595.192,8543,No Trade
2024-11-18 13:00:00,2595.191,2605.111,2592.95,2604.019,13150,No Trade
2024-11-18 14:00:00,2604.044,2610.36,2602.805,2608.235,15345,No Trade
2024-11-18 15:00:00,2608.272,2613.426,2605.968,2613.016,11669,No Trade
2024-11-18 16:00:00,2613.052,2615.184,2609.431,2611.667,8990,Sell
2024-11-18 17:00:00,2611.703,2612.003,2607.413,2610.564,6667,Buy
2024-11-18 18:00:00,2610.567,2612.104,2607.756,2611.186,5845,Buy
2024-11-18 19:00:00,2611.224,2612.707,2608.359,2609.929,5470,Sell
2024-11-18 20:00:00,2609.885,2611.62,2608.272,2610.302,5036,No Trade
2024-11-18 21:00:00,2610.34,2612.441,2609.922,2611.801,3329,No Trade
